FPR,TPR,Thresholds,Model
0.0,0.0,inf,XGBoost
0.0,0.008703703703703703,0.9378871321678162,XGBoost
0.0,0.01962962962962963,0.9273282885551453,XGBoost
0.0,0.030925925925925926,0.9239954352378845,XGBoost
0.0,0.04185185185185185,0.9221954345703125,XGBoost
0.0,0.05351851851851852,0.9217463731765747,XGBoost
0.0,0.06537037037037037,0.9203051328659058,XGBoost
0.0,0.075,0.9195330739021301,XGBoost
0.0,0.08925925925925926,0.9179483652114868,XGBoost
0.0,0.1024074074074074,0.9173229932785034,XGBoost
0.0,0.11407407407407408,0.9137029647827148,XGBoost
0.0,0.12666666666666668,0.9136529564857483,XGBoost
0.0,0.13907407407407407,0.9122011065483093,XGBoost
0.0,0.15037037037037038,0.9110321998596191,XGBoost
0.0,0.16055555555555556,0.9109159111976624,XGBoost
0.0,0.17148148148148148,0.9091963171958923,XGBoost
0.0,0.1812962962962963,0.9034608602523804,XGBoost
0.0,0.19055555555555556,0.9031587243080139,XGBoost
0.0,0.20148148148148148,0.9023318886756897,XGBoost
0.0,0.21314814814814814,0.9023169875144958,XGBoost
0.0,0.2237037037037037,0.9012321829795837,XGBoost
0.0,0.23574074074074075,0.9009588360786438,XGBoost
0.0,0.2461111111111111,0.8986808657646179,XGBoost
0.0,0.25685185185185183,0.8967805504798889,XGBoost
0.0,0.26814814814814814,0.8956142663955688,XGBoost
0.0,0.2785185185185185,0.8935497999191284,XGBoost
0.0,0.28759259259259257,0.888134777545929,XGBoost
0.0,0.29648148148148146,0.8862497210502625,XGBoost
0.0,0.30722222222222223,0.8846611976623535,XGBoost
0.0,0.32092592592592595,0.8844960331916809,XGBoost
0.0,0.3309259259259259,0.8834773898124695,XGBoost
0.0,0.3422222222222222,0.8834119439125061,XGBoost
0.0,0.3553703703703704,0.8820385336875916,XGBoost
0.0,0.36703703703703705,0.8807532787322998,XGBoost
0.0,0.3794444444444444,0.8793642520904541,XGBoost
0.0,0.39055555555555554,0.8785039186477661,XGBoost
0.0,0.40185185185185185,0.8783432245254517,XGBoost
0.0,0.41333333333333333,0.8762809038162231,XGBoost
0.0,0.42685185185185187,0.875307559967041,XGBoost
0.0,0.43666666666666665,0.8713285326957703,XGBoost
0.0,0.44851851851851854,0.869883120059967,XGBoost
0.0,0.46074074074074073,0.8645700216293335,XGBoost
0.0,0.47203703703703703,0.8611633777618408,XGBoost
0.0,0.4835185185185185,0.8608152270317078,XGBoost
0.0,0.49314814814814817,0.8601763248443604,XGBoost
0.0,0.5075925925925926,0.8592211008071899,XGBoost
0.0,0.5170370370370371,0.8582963347434998,XGBoost
0.0,0.5274074074074074,0.8525225520133972,XGBoost
0.0,0.539074074074074,0.8524082899093628,XGBoost
0.0,0.5498148148148149,0.849647045135498,XGBoost
0.0,0.5724074074074074,0.8469345569610596,XGBoost
0.0,0.5833333333333334,0.8466014266014099,XGBoost
0.0,0.5937037037037037,0.8452656269073486,XGBoost
0.0,0.6083333333333333,0.8450914621353149,XGBoost
0.0,0.6192592592592593,0.8314160704612732,XGBoost
0.0,0.632962962962963,0.8306092619895935,XGBoost
0.0,0.6581481481481481,0.821653425693512,XGBoost
0.0,0.6668518518518518,0.8182452917098999,XGBoost
0.0,0.6764814814814815,0.8174445033073425,XGBoost
0.0,0.6883333333333334,0.8172661662101746,XGBoost
0.0,0.6981481481481482,0.813140332698822,XGBoost
0.0,0.71,0.8097530007362366,XGBoost
0.0,0.7224074074074074,0.8070461750030518,XGBoost
0.0,0.7314814814814815,0.8048362135887146,XGBoost
0.0,0.7412962962962963,0.8009881377220154,XGBoost
0.0,0.7546296296296297,0.7993136644363403,XGBoost
0.0,0.7668518518518519,0.7778359055519104,XGBoost
0.0,0.7777777777777778,0.7774945497512817,XGBoost
0.0,0.7870370370370371,0.7736024856567383,XGBoost
0.0,0.7975925925925926,0.7641958594322205,XGBoost
0.0,0.8077777777777778,0.7598402500152588,XGBoost
0.0,0.8201851851851852,0.7571093440055847,XGBoost
0.0,0.8283333333333334,0.7544088959693909,XGBoost
0.0,0.8398148148148148,0.7456772923469543,XGBoost
0.0,0.850925925925926,0.7360097765922546,XGBoost
0.0,0.8631481481481481,0.7244372963905334,XGBoost
0.0,0.8738888888888889,0.7219404578208923,XGBoost
0.0,0.8874074074074074,0.7054237127304077,XGBoost
0.0,0.8975925925925926,0.6940250396728516,XGBoost
0.0,0.9088888888888889,0.6692647933959961,XGBoost
0.0,0.9192592592592592,0.653630256652832,XGBoost
0.0,0.9301851851851852,0.652877926826477,XGBoost
0.002361111111111111,0.9503703703703704,0.6391437649726868,XGBoost
0.007175925925925926,0.9712962962962963,0.44993993639945984,XGBoost
0.015231481481481481,0.9792592592592593,0.24113768339157104,XGBoost
0.017777777777777778,0.9792592592592593,0.23867376148700714,XGBoost
0.021157407407407406,0.9792592592592593,0.2134186178445816,XGBoost
0.026203703703703705,0.9887037037037038,0.19520127773284912,XGBoost
0.03342592592592593,1.0,0.17872092127799988,XGBoost
0.03601851851851852,1.0,0.17696018517017365,XGBoost
0.03875,1.0,0.17675651609897614,XGBoost
0.041805555555555554,1.0,0.16395103931427002,XGBoost
0.04462962962962963,1.0,0.16241538524627686,XGBoost
0.04717592592592593,1.0,0.15703029930591583,XGBoost
0.04990740740740741,1.0,0.14727364480495453,XGBoost
0.05236111111111111,1.0,0.143816277384758,XGBoost
0.05476851851851852,1.0,0.14147710800170898,XGBoost
0.05787037037037037,1.0,0.1335524618625641,XGBoost
0.060833333333333336,1.0,0.13167890906333923,XGBoost
0.06393518518518519,1.0,0.12663374841213226,XGBoost
0.06680555555555556,1.0,0.12104726582765579,XGBoost
0.06944444444444445,1.0,0.12029938399791718,XGBoost
0.07148148148148148,1.0,0.12006384879350662,XGBoost
0.07453703703703704,1.0,0.11723846942186356,XGBoost
0.07726851851851851,1.0,0.11626122146844864,XGBoost
0.07958333333333334,1.0,0.11480716615915298,XGBoost
0.08273148148148148,1.0,0.11413942277431488,XGBoost
0.08550925925925926,1.0,0.11229518800973892,XGBoost
0.08810185185185185,1.0,0.1054840013384819,XGBoost
0.09027777777777778,1.0,0.10279315710067749,XGBoost
0.0925462962962963,1.0,0.10107840597629547,XGBoost
0.1025925925925926,1.0,0.09189467877149582,XGBoost
0.10541666666666667,1.0,0.087556853890419,XGBoost
0.10875,1.0,0.08578407764434814,XGBoost
0.11148148148148149,1.0,0.08204802870750427,XGBoost
0.11416666666666667,1.0,0.0802135318517685,XGBoost
0.1175925925925926,1.0,0.0799211636185646,XGBoost
0.12055555555555555,1.0,0.07777515798807144,XGBoost
0.12324074074074073,1.0,0.07578073441982269,XGBoost
0.12606481481481482,1.0,0.07340070605278015,XGBoost
0.12875,1.0,0.07189108431339264,XGBoost
0.13171296296296298,1.0,0.07068736106157303,XGBoost
0.13412037037037036,1.0,0.06851283460855484,XGBoost
0.13657407407407407,1.0,0.06679607182741165,XGBoost
0.1401851851851852,1.0,0.06644779443740845,XGBoost
0.14287037037037037,1.0,0.06498710811138153,XGBoost
0.14546296296296296,1.0,0.06488385051488876,XGBoost
0.14819444444444443,1.0,0.06263428926467896,XGBoost
0.15078703703703702,1.0,0.061554230749607086,XGBoost
0.15361111111111111,1.0,0.061158254742622375,XGBoost
0.1562962962962963,1.0,0.0609678216278553,XGBoost
0.1637037037037037,1.0,0.060189999639987946,XGBoost
0.16648148148148148,1.0,0.05965959280729294,XGBoost
0.16875,1.0,0.05845670774579048,XGBoost
0.17162037037037037,1.0,0.05722711235284805,XGBoost
0.17421296296296296,1.0,0.055648550391197205,XGBoost
0.17694444444444443,1.0,0.05558450520038605,XGBoost
0.17972222222222223,1.0,0.05536713823676109,XGBoost
0.1825462962962963,1.0,0.05529056489467621,XGBoost
0.18546296296296297,1.0,0.05524112656712532,XGBoost
0.18861111111111112,1.0,0.05481545627117157,XGBoost
0.1960185185185185,1.0,0.05441520735621452,XGBoost
0.1986111111111111,1.0,0.05220682919025421,XGBoost
0.20152777777777778,1.0,0.05218309536576271,XGBoost
0.20425925925925925,1.0,0.05214674398303032,XGBoost
0.2099074074074074,1.0,0.05155191570520401,XGBoost
0.2123611111111111,1.0,0.051544319838285446,XGBoost
0.21546296296296297,1.0,0.05127241834998131,XGBoost
0.22287037037037036,1.0,0.051049765199422836,XGBoost
0.22569444444444445,1.0,0.050984881818294525,XGBoost
0.22842592592592592,1.0,0.05047327280044556,XGBoost
0.23092592592592592,1.0,0.050373226404190063,XGBoost
0.2336111111111111,1.0,0.05025123059749603,XGBoost
0.2363888888888889,1.0,0.04969625174999237,XGBoost
0.23930555555555555,1.0,0.04945924133062363,XGBoost
0.24217592592592593,1.0,0.04842502251267433,XGBoost
0.24578703703703703,1.0,0.048285942524671555,XGBoost
0.24837962962962962,1.0,0.04731985554099083,XGBoost
0.25203703703703706,1.0,0.04717963561415672,XGBoost
0.25546296296296295,1.0,0.04694510996341705,XGBoost
0.2582407407407407,1.0,0.04663168638944626,XGBoost
0.26069444444444445,1.0,0.0465797483921051,XGBoost
0.26296296296296295,1.0,0.04619525745511055,XGBoost
0.26578703703703704,1.0,0.045850154012441635,XGBoost
0.26782407407407405,1.0,0.04560977965593338,XGBoost
0.2700462962962963,1.0,0.045444559305906296,XGBoost
0.2725,1.0,0.04503670334815979,XGBoost
0.2750925925925926,1.0,0.04496728628873825,XGBoost
0.27824074074074073,1.0,0.044889651238918304,XGBoost
0.28125,1.0,0.04443753510713577,XGBoost
0.28453703703703703,1.0,0.04430251941084862,XGBoost
0.2874074074074074,1.0,0.04377899691462517,XGBoost
0.2898611111111111,1.0,0.043698906898498535,XGBoost
0.29324074074074075,1.0,0.043413519859313965,XGBoost
0.29555555555555557,1.0,0.04226634278893471,XGBoost
0.2986574074074074,1.0,0.042255155742168427,XGBoost
0.3012962962962963,1.0,0.0421893447637558,XGBoost
0.30462962962962964,1.0,0.041751928627491,XGBoost
0.3073148148148148,1.0,0.041613414883613586,XGBoost
0.3096759259259259,1.0,0.041371140629053116,XGBoost
0.31171296296296297,1.0,0.0412338562309742,XGBoost
0.3145833333333333,1.0,0.04107137396931648,XGBoost
0.3174074074074074,1.0,0.040958862751722336,XGBoost
0.32037037037037036,1.0,0.04071177914738655,XGBoost
0.32351851851851854,1.0,0.04057551547884941,XGBoost
0.32657407407407407,1.0,0.04055360332131386,XGBoost
0.3288888888888889,1.0,0.04054585471749306,XGBoost
0.33111111111111113,1.0,0.040339771658182144,XGBoost
0.33439814814814817,1.0,0.03992892801761627,XGBoost
0.33805555555555555,1.0,0.039553310722112656,XGBoost
0.34032407407407406,1.0,0.03897896036505699,XGBoost
0.3423611111111111,1.0,0.03868364542722702,XGBoost
0.3524074074074074,1.0,0.038306836038827896,XGBoost
0.35550925925925925,1.0,0.03818158060312271,XGBoost
0.35856481481481484,1.0,0.03813666105270386,XGBoost
0.36486111111111114,1.0,0.038066018372774124,XGBoost
0.3673148148148148,1.0,0.03795338794589043,XGBoost
0.36995370370370373,1.0,0.037827443331480026,XGBoost
0.37328703703703703,1.0,0.03774233162403107,XGBoost
0.3759722222222222,1.0,0.03749924153089523,XGBoost
0.37953703703703706,1.0,0.03729286417365074,XGBoost
0.3852777777777778,1.0,0.03724950551986694,XGBoost
0.3880092592592593,1.0,0.037217237055301666,XGBoost
0.3909722222222222,1.0,0.03680207207798958,XGBoost
0.3933333333333333,1.0,0.03677121922373772,XGBoost
0.39944444444444444,1.0,0.03666278347373009,XGBoost
0.40175925925925926,1.0,0.03665577620267868,XGBoost
0.4048611111111111,1.0,0.03615724295377731,XGBoost
0.4076851851851852,1.0,0.03594798222184181,XGBoost
0.41078703703703706,1.0,0.03582014515995979,XGBoost
0.41375,1.0,0.03565001115202904,XGBoost
0.41680555555555554,1.0,0.03551887720823288,XGBoost
0.41944444444444445,1.0,0.035487912595272064,XGBoost
0.4219907407407407,1.0,0.035434238612651825,XGBoost
0.4253240740740741,1.0,0.03540806099772453,XGBoost
0.42898148148148146,1.0,0.03517552465200424,XGBoost
0.4313888888888889,1.0,0.03505724295973778,XGBoost
0.4343518518518519,1.0,0.03453263267874718,XGBoost
0.44046296296296295,1.0,0.034395281225442886,XGBoost
0.44277777777777777,1.0,0.0343887098133564,XGBoost
0.44550925925925927,1.0,0.034228332340717316,XGBoost
0.4479166666666667,1.0,0.03393051400780678,XGBoost
0.45101851851851854,1.0,0.033884771168231964,XGBoost
0.4540740740740741,1.0,0.033415328711271286,XGBoost
0.45689814814814816,1.0,0.033381544053554535,XGBoost
0.4597685185185185,1.0,0.03335306793451309,XGBoost
0.4634259259259259,1.0,0.03300000727176666,XGBoost
0.46578703703703705,1.0,0.03279479965567589,XGBoost
0.46921296296296294,1.0,0.03266482055187225,XGBoost
0.47226851851851853,1.0,0.03232885152101517,XGBoost
0.4752314814814815,1.0,0.03185926377773285,XGBoost
0.47814814814814816,1.0,0.031677573919296265,XGBoost
0.48097222222222225,1.0,0.031505633145570755,XGBoost
0.4837037037037037,1.0,0.03147590905427933,XGBoost
0.4866666666666667,1.0,0.031447794288396835,XGBoost
0.48953703703703705,1.0,0.031290262937545776,XGBoost
0.49212962962962964,1.0,0.030776580795645714,XGBoost
0.49449074074074073,1.0,0.030766524374485016,XGBoost
0.4974074074074074,1.0,0.03021947108209133,XGBoost
0.4999537037037037,1.0,0.030204717069864273,XGBoost
0.5030092592592592,1.0,0.02980254776775837,XGBoost
0.5051851851851852,1.0,0.02972247265279293,XGBoost
0.5084722222222222,1.0,0.029593564569950104,XGBoost
0.5152314814814815,1.0,0.029497886076569557,XGBoost
0.5186574074074074,1.0,0.029308682307600975,XGBoost
0.5212962962962963,1.0,0.029051421210169792,XGBoost
0.5241203703703704,1.0,0.02859095111489296,XGBoost
0.5265740740740741,1.0,0.02840942144393921,XGBoost
0.5293981481481481,1.0,0.02809932269155979,XGBoost
0.5320833333333334,1.0,0.028070371598005295,XGBoost
0.5348148148148149,1.0,0.02774862013757229,XGBoost
0.5377314814814815,1.0,0.02761918120086193,XGBoost
0.5411574074074074,1.0,0.027496011927723885,XGBoost
0.5439814814814815,1.0,0.02740374580025673,XGBoost
0.5465277777777777,1.0,0.027306796982884407,XGBoost
0.5491203703703704,1.0,0.027279088273644447,XGBoost
0.5518518518518518,1.0,0.027019383385777473,XGBoost
0.554675925925926,1.0,0.026996275410056114,XGBoost
0.5614351851851852,1.0,0.026654167100787163,XGBoost
0.5670833333333334,1.0,0.025686658918857574,XGBoost
0.5696296296296296,1.0,0.025617938488721848,XGBoost
0.5722685185185186,1.0,0.025482892990112305,XGBoost
0.5744444444444444,1.0,0.025405175983905792,XGBoost
0.5773611111111111,1.0,0.025365222245454788,XGBoost
0.580462962962963,1.0,0.025211073458194733,XGBoost
0.5872222222222222,1.0,0.025005672127008438,XGBoost
0.5898148148148148,1.0,0.024971630424261093,XGBoost
0.5922685185185185,1.0,0.024873776361346245,XGBoost
0.5956944444444444,1.0,0.024805521592497826,XGBoost
0.5986111111111111,1.0,0.024776697158813477,XGBoost
0.6014814814814815,1.0,0.024493495002388954,XGBoost
0.6040277777777778,1.0,0.024453584104776382,XGBoost
0.6067592592592592,1.0,0.02441459894180298,XGBoost
0.6095833333333334,1.0,0.024077504873275757,XGBoost
0.6122685185185185,1.0,0.02399499900639057,XGBoost
0.6144444444444445,1.0,0.023833928629755974,XGBoost
0.617175925925926,1.0,0.023797843605279922,XGBoost
0.6198611111111111,1.0,0.023773927241563797,XGBoost
0.6227777777777778,1.0,0.02376115508377552,XGBoost
0.6252777777777778,1.0,0.0236323494464159,XGBoost
0.6281018518518519,1.0,0.023630598559975624,XGBoost
0.6306944444444444,1.0,0.023422928526997566,XGBoost
0.6335185185185185,1.0,0.02336908131837845,XGBoost
0.6362962962962962,1.0,0.023230358958244324,XGBoost
0.6391203703703704,1.0,0.023210356011986732,XGBoost
0.6418518518518519,1.0,0.0231549721211195,XGBoost
0.6446759259259259,1.0,0.02292299084365368,XGBoost
0.6475925925925926,1.0,0.022919906303286552,XGBoost
0.6502314814814815,1.0,0.02282247692346573,XGBoost
0.6531944444444444,1.0,0.022781696170568466,XGBoost
0.6562962962962963,1.0,0.02278061769902706,XGBoost
0.6595833333333333,1.0,0.02273576892912388,XGBoost
0.6630092592592592,1.0,0.02257474511861801,XGBoost
0.6656944444444445,1.0,0.022506868466734886,XGBoost
0.668425925925926,1.0,0.022496649995446205,XGBoost
0.6709259259259259,1.0,0.022473393008112907,XGBoost
0.6733796296296296,1.0,0.022318128496408463,XGBoost
0.6759259259259259,1.0,0.0221074428409338,XGBoost
0.6788425925925926,1.0,0.02202453278005123,XGBoost
0.6816666666666666,1.0,0.021774854511022568,XGBoost
0.6843981481481481,1.0,0.021684318780899048,XGBoost
0.6873148148148148,1.0,0.02150236815214157,XGBoost
0.6899537037037037,1.0,0.02141096442937851,XGBoost
0.6930555555555555,1.0,0.021371694281697273,XGBoost
0.6958796296296297,1.0,0.02136341668665409,XGBoost
0.6991666666666667,1.0,0.021329617127776146,XGBoost
0.7018518518518518,1.0,0.02131596952676773,XGBoost
0.7047222222222222,1.0,0.02122448943555355,XGBoost
0.7081481481481482,1.0,0.021178552880883217,XGBoost
0.7108796296296296,1.0,0.021105289459228516,XGBoost
0.7133333333333334,1.0,0.020937807857990265,XGBoost
0.7164814814814815,1.0,0.02093154564499855,XGBoost
0.719212962962963,1.0,0.020785175263881683,XGBoost
0.7220833333333333,1.0,0.02077399753034115,XGBoost
0.7246296296296296,1.0,0.020740153267979622,XGBoost
0.7275462962962963,1.0,0.020662371069192886,XGBoost
0.7303703703703703,1.0,0.020567774772644043,XGBoost
0.7329629629629629,1.0,0.02047521248459816,XGBoost
0.7353703703703703,1.0,0.020225895568728447,XGBoost
0.737824074074074,1.0,0.020061589777469635,XGBoost
0.7403240740740741,1.0,0.02004362642765045,XGBoost
0.7431481481481481,1.0,0.020042143762111664,XGBoost
0.7458333333333333,1.0,0.019997628405690193,XGBoost
0.7486111111111111,1.0,0.01991906389594078,XGBoost
0.7516203703703703,1.0,0.019839977845549583,XGBoost
0.754537037037037,1.0,0.01978037692606449,XGBoost
0.7576851851851852,1.0,0.019599316641688347,XGBoost
0.76,1.0,0.019599106162786484,XGBoost
0.7631018518518519,1.0,0.019589457660913467,XGBoost
0.7656481481481482,1.0,0.01958726905286312,XGBoost
0.7684722222222222,1.0,0.019582774490118027,XGBoost
0.7712037037037037,1.0,0.01949966326355934,XGBoost
0.7768518518518519,1.0,0.01918754167854786,XGBoost
0.78,1.0,0.018923316150903702,XGBoost
0.7827314814814815,1.0,0.018750114366412163,XGBoost
0.7855092592592593,1.0,0.018687119707465172,XGBoost
0.7878240740740741,1.0,0.018614809960126877,XGBoost
0.7904166666666667,1.0,0.018510760739445686,XGBoost
0.7926851851851852,1.0,0.0183828417211771,XGBoost
0.7955092592592593,1.0,0.01837162859737873,XGBoost
0.7981018518518519,1.0,0.01819969154894352,XGBoost
0.8010185185185185,1.0,0.018150724470615387,XGBoost
0.8034722222222223,1.0,0.018127568066120148,XGBoost
0.8058796296296297,1.0,0.01806424930691719,XGBoost
0.8080555555555555,1.0,0.01804361306130886,XGBoost
0.8109722222222222,1.0,0.01797698624432087,XGBoost
0.8139814814814815,1.0,0.017936477437615395,XGBoost
0.8165740740740741,1.0,0.017894895747303963,XGBoost
0.8197222222222222,1.0,0.017752958461642265,XGBoost
0.8228240740740741,1.0,0.017709992825984955,XGBoost
0.8253703703703704,1.0,0.01757477968931198,XGBoost
0.8275462962962963,1.0,0.017424417659640312,XGBoost
0.8301388888888889,1.0,0.017365915700793266,XGBoost
0.8330555555555555,1.0,0.01735357940196991,XGBoost
0.8358796296296296,1.0,0.01734844036400318,XGBoost
0.8381481481481482,1.0,0.017245909199118614,XGBoost
0.8405555555555555,1.0,0.01715446077287197,XGBoost
0.8431481481481482,1.0,0.017074083909392357,XGBoost
0.8456018518518519,1.0,0.017006421461701393,XGBoost
0.8488888888888889,1.0,0.016999900341033936,XGBoost
0.8518055555555556,1.0,0.016862081363797188,XGBoost
0.8548148148148148,1.0,0.01682715117931366,XGBoost
0.8575462962962963,1.0,0.01663300208747387,XGBoost
0.8606481481481482,1.0,0.016614673659205437,XGBoost
0.8631944444444445,1.0,0.01648782193660736,XGBoost
0.8661111111111112,1.0,0.01640636846423149,XGBoost
0.8684259259259259,1.0,0.016360994428396225,XGBoost
0.8710185185185185,1.0,0.016178010031580925,XGBoost
0.8745833333333334,1.0,0.01614912785589695,XGBoost
0.8774074074074074,1.0,0.016099542379379272,XGBoost
0.8801388888888889,1.0,0.015604292042553425,XGBoost
0.8825462962962963,1.0,0.015413832850754261,XGBoost
0.8851388888888889,1.0,0.015177441760897636,XGBoost
0.888287037037037,1.0,0.015145705081522465,XGBoost
0.8912037037037037,1.0,0.015130202285945415,XGBoost
0.8936111111111111,1.0,0.015112156979739666,XGBoost
0.8964351851851852,1.0,0.014430515468120575,XGBoost
0.8986574074074074,1.0,0.014427823014557362,XGBoost
0.905787037037037,1.0,0.014206496998667717,XGBoost
0.91125,1.0,0.0140590351074934,XGBoost
0.9135185185185185,1.0,0.013970422558486462,XGBoost
0.9156944444444445,1.0,0.013747552409768105,XGBoost
0.9186574074074074,1.0,0.013704602606594563,XGBoost
0.9210648148148148,1.0,0.013538958504796028,XGBoost
0.9232870370370371,1.0,0.013538118451833725,XGBoost
0.9264351851851852,1.0,0.013508189469575882,XGBoost
0.9300462962962963,1.0,0.013436882756650448,XGBoost
0.9333333333333333,1.0,0.013370940461754799,XGBoost
0.9442592592592592,1.0,0.013081829994916916,XGBoost
0.9470833333333334,1.0,0.013048388995230198,XGBoost
0.9492592592592592,1.0,0.012897301465272903,XGBoost
0.9515277777777778,1.0,0.012720547616481781,XGBoost
0.9551388888888889,1.0,0.012608285993337631,XGBoost
0.9582407407407407,1.0,0.012577020563185215,XGBoost
0.960925925925926,1.0,0.012438037432730198,XGBoost
0.9638888888888889,1.0,0.012400579638779163,XGBoost
0.9671759259259259,1.0,0.012377230450510979,XGBoost
0.9719907407407408,1.0,0.012125663459300995,XGBoost
0.9768981481481481,1.0,0.011935173533856869,XGBoost
0.9798611111111111,1.0,0.011760782450437546,XGBoost
0.9825462962962963,1.0,0.011668776161968708,XGBoost
0.9852777777777778,1.0,0.010948650538921356,XGBoost
0.9883796296296297,1.0,0.010667119175195694,XGBoost
0.9972685185185185,1.0,0.009914420545101166,XGBoost
1.0,1.0,0.00989820808172226,XGBoost
0.0,0.0,inf,MLP
0.0,0.011296296296296296,0.9999999999419007,MLP
0.0,0.025925925925925925,0.9999976978890159,MLP
0.0,0.03833333333333333,0.9999974139895026,MLP
0.0,0.057962962962962966,0.9999959924949994,MLP
0.0,0.0674074074074074,0.9999959333870068,MLP
0.0,0.07740740740740741,0.9999959014796052,MLP
0.0,0.09111111111111111,0.9999958188650511,MLP
0.0,0.10185185185185185,0.9999951365271429,MLP
0.0,0.11555555555555555,0.9999951260727494,MLP
0.0,0.12518518518518518,0.9999948691028209,MLP
0.0,0.1362962962962963,0.9999945216749617,MLP
0.0,0.15055555555555555,0.999993713658619,MLP
